taxon1,taxon2,taxon3,taxon4,CF12.34,CF13.24,CF14.23
Da1_12,Nw_0,Pna_17,Uod_1,0.226,0.167,0.606
Da1_12,Nw_0,Pna_17,Ragl_1,0.25,0.338,0.412
Da1_12,Nw_0,Pna_17,Wt_5,0.252,0.248,0.5
Da1_12,Nw_0,Pna_17,Rome_1,0.295,0.258,0.447
Da1_12,Nw_0,Pna_17,Qar_8a,0.263,0.223,0.514
Da1_12,Nw_0,Pla_0,Rome_1,0.319,0.418,0.263
Da1_12,Nw_0,Pla_0,Vind_1,0.33,0.413,0.257
Da1_12,Nw_0,Rome_1,Tu_0,0.273,0.298,0.43
Da1_12,Nw_0,Qar_8a,Tha_1,0.346,0.311,0.344
Da1_12,Nw_0,Ragl_1,Rome_1,0.225,0.361,0.413
Da1_12,Nw_0,Qar_8a,Tu_0,0.29,0.357,0.353
Da1_12,Nw_0,Qar_8a,Yo_0,0.267,0.54,0.193
Da1_12,Nw_0,Qar_8a,Uod_1,0.313,0.239,0.448
Da1_12,Nw_0,Ragl_1,Tha_1,0.274,0.277,0.45
Da1_12,Nw_0,Ragl_1,Uk_1,0.309,0.248,0.442
Da1_12,Nw_0,Qar_8a,Wt_5,0.304,0.345,0.351
Da1_12,Nw_0,Qar_8a,Rome_1,0.316,0.415,0.269
Da1_12,Nw_0,Tha_1,Vind_1,0.324,0.412,0.264
Da1_12,Nw_0,Pna_17,Van_0,0.309,0.249,0.441
Da1_12,Nw_0,Qar_8a,Van_0,0.305,0.426,0.269
Da1_12,Nw_0,Ragl_1,Tu_0,0.227,0.314,0.459
Da1_12,Nw_0,Qar_8a,Uk_1,0.328,0.32,0.352
Da1_12,Nw_0,Pna_17,Yo_0,0.479,0.295,0.226
Da1_12,Nw_0,Ragl_1,Van_0,0.267,0.335,0.398
Da1_12,Nw_0,Tu_0,Van_0,0.309,0.409,0.283
Da1_12,Nw_0,Rome_1,Uod_1,0.27,0.214,0.516
Da1_12,Nw_0,Ragl_1,Uod_1,0.279,0.195,0.525
Da1_12,Nw_0,Qar_8a,Vind_1,0.324,0.411,0.265
Da1_12,Nw_0,Uk_1,Yo_0,0.241,0.519,0.239
Da1_12,Nw_0,Ragl_1,Vind_1,0.248,0.341,0.411
Da1_12,Nw_0,Qar_8a,Wa_1,0.332,0.286,0.382
Da1_12,Nw_0,Rome_1,Wt_5,0.276,0.29,0.434
Da1_12,Nw_0,Ragl_1,Wa_1,0.259,0.249,0.492
Da1_12,Nw_0,Rome_1,Yo_0,0.277,0.488,0.235
Da1_12,Nw_0,Rome_1,Tha_1,0.312,0.27,0.418
Da1_12,Nw_0,Rome_1,Uk_1,0.301,0.281,0.418
Da1_12,Nw_0,Ragl_1,Yo_0,0.264,0.43,0.306
Da1_12,Nw_0,Tha_1,Van_0,0.32,0.416,0.264
Da1_12,Nw_0,Tha_1,Wa_1,0.357,0.286,0.357
Da1_12,Nw_0,Rome_1,Vind_1,0.433,0.278,0.289
Da1_12,Nw_0,Rome_1,Van_0,0.412,0.296,0.292
Da1_12,Nw_0,Tu_0,Uk_1,0.297,0.334,0.369
Da1_12,Nw_0,Tu_0,Yo_0,0.253,0.525,0.223
Da1_12,Nw_0,Uod_1,Yo_0,0.215,0.628,0.157
Da1_12,Nw_0,Uk_1,Van_0,0.296,0.425,0.278
Da1_12,Nw_0,Tha_1,Uk_1,0.313,0.35,0.337
Da1_12,Nw_0,Uod_1,Vind_1,0.283,0.516,0.201
Da1_12,Nw_0,Ragl_1,Wt_5,0.25,0.28,0.47
Da1_12,Nw_0,Uk_1,Wa_1,0.32,0.304,0.376
Da1_12,Nw_0,Tha_1,Uod_1,0.295,0.259,0.446
Da1_12,Nw_0,Tu_0,Uod_1,0.292,0.242,0.466
Da1_12,Nw_0,Van_0,Wa_1,0.281,0.256,0.463
Da1_12,Nw_0,Tu_0,Vind_1,0.3,0.41,0.29
Da1_12,Nw_0,Tu_0,Wa_1,0.282,0.312,0.406
Da1_12,Nw_0,Tha_1,Tu_0,0.337,0.36,0.303
Da1_12,Nw_0,Rome_1,Wa_1,0.286,0.25,0.463
Da1_12,Nw_0,Uk_1,Uod_1,0.341,0.243,0.416
Da1_12,Nw_0,Uk_1,Vind_1,0.301,0.419,0.279
Da1_12,Nw_0,Tu_0,Wt_5,0.34,0.299,0.361
Da1_12,Pla_0,Pna_17,Uk_1,0.302,0.323,0.375
Da1_12,Nw_0,Uod_1,Wt_5,0.291,0.449,0.26
Da1_12,Nw_0,Uod_1,Van_0,0.267,0.524,0.209
Da1_12,Nw_0,Uk_1,Wt_5,0.307,0.344,0.348
Da1_12,Nw_0,Wa_1,Yo_0,0.243,0.558,0.199
Da1_12,Nw_0,Vind_1,Wa_1,0.292,0.253,0.455
Da1_12,Nw_0,Van_0,Wt_5,0.291,0.284,0.425
Da1_12,Pla_0,Qar_8a,Tu_0,0.285,0.312,0.402
Da1_12,Nw_0,Tha_1,Yo_0,0.271,0.515,0.213
Da1_12,Nw_0,Tha_1,Wt_5,0.337,0.332,0.332
Da1_12,Nw_0,Uod_1,Wa_1,0.322,0.395,0.283
Da1_12,Nw_0,Vind_1,Wt_5,0.311,0.271,0.418
Da1_12,Nw_0,Van_0,Yo_0,0.301,0.474,0.224
Da1_12,Pla_0,Ragl_1,Rome_1,0.289,0.368,0.343
Da1_12,Nw_0,Wt_5,Yo_0,0.239,0.533,0.228
Da1_12,Pla_0,Ragl_1,Uod_1,0.308,0.255,0.437
Da1_12,Nw_0,Vind_1,Yo_0,0.315,0.475,0.21
Da1_12,Nw_0,Wa_1,Wt_5,0.291,0.384,0.325
Da1_12,Pla_0,Pna_17,Vind_1,0.46,0.286,0.254
Da1_12,Nw_0,Van_0,Vind_1,0.47,0.262,0.268
Da1_12,Pla_0,Pna_17,Rome_1,0.42,0.299,0.281
Da1_12,Pla_0,Pna_17,Qar_8a,0.327,0.349,0.323
Da1_12,Pla_0,Pna_17,Ragl_1,0.354,0.324,0.323
Da1_12,Pla_0,Qar_8a,Ragl_1,0.293,0.348,0.36
Da1_12,Pla_0,Pna_17,Yo_0,0.581,0.222,0.197
Da1_12,Pla_0,Pna_17,Van_0,0.431,0.31,0.259
Da1_12,Pla_0,Qar_8a,Rome_1,0.316,0.331,0.354
Da1_12,Pla_0,Pna_17,Wa_1,0.302,0.297,0.401
Da1_12,Pla_0,Pna_17,Wt_5,0.331,0.276,0.393
Da1_12,Pla_0,Ragl_1,Tha_1,0.287,0.339,0.374
Da1_12,Pla_0,Qar_8a,Vind_1,0.328,0.335,0.337
Da1_12,Pla_0,Ragl_1,Wa_1,0.296,0.291,0.413
Da1_12,Pla_0,Qar_8a,Tha_1,0.302,0.319,0.379
Da1_12,Pla_0,Ragl_1,Yo_0,0.381,0.321,0.298
Da1_12,Pla_0,Qar_8a,Yo_0,0.341,0.326,0.333
Da1_12,Pla_0,Pna_17,Uod_1,0.265,0.264,0.47
Da1_12,Pla_0,Qar_8a,Wt_5,0.285,0.298,0.418
Da1_12,Pla_0,Pna_17,Tha_1,0.325,0.324,0.351
Da1_12,Pla_0,Pna_17,Tu_0,0.328,0.309,0.363
Da1_12,Pla_0,Ragl_1,Tu_0,0.283,0.339,0.378
Da1_12,Pla_0,Ragl_1,Van_0,0.325,0.365,0.31
Da1_12,Pla_0,Rome_1,Uod_1,0.251,0.269,0.48
Da1_12,Pla_0,Ragl_1,Wt_5,0.312,0.291,0.397
Da1_12,Pla_0,Uk_1,Van_0,0.291,0.412,0.297
Da1_12,Pla_0,Ragl_1,Uk_1,0.358,0.295,0.347
Da1_12,Pla_0,Ragl_1,Vind_1,0.302,0.37,0.328
Da1_12,Pla_0,Rome_1,Van_0,0.42,0.305,0.275
Da1_12,Pla_0,Rome_1,Yo_0,0.416,0.295,0.289
Da1_12,Pla_0,Rome_1,Tu_0,0.309,0.3,0.391
Da1_12,Pla_0,Rome_1,Wt_5,0.302,0.288,0.41
Da1_12,Pla_0,Tha_1,Uk_1,0.299,0.342,0.359
Da1_12,Pla_0,Tha_1,Tu_0,0.323,0.328,0.35
Da1_12,Pla_0,Rome_1,Tha_1,0.315,0.312,0.374
Da1_12,Pla_0,Rome_1,Uk_1,0.316,0.298,0.386
Da1_12,Pla_0,Tha_1,Van_0,0.312,0.39,0.298
Da1_12,Pla_0,Tha_1,Wa_1,0.322,0.306,0.372
Da1_12,Pla_0,Qar_8a,Uk_1,0.309,0.313,0.378
Da1_12,Pla_0,Rome_1,Vind_1,0.438,0.279,0.283
Da1_12,Pla_0,Qar_8a,Wa_1,0.294,0.279,0.426
Da1_12,Pla_0,Van_0,Yo_0,0.432,0.275,0.293
Da1_12,Pla_0,Tu_0,Uk_1,0.306,0.341,0.353
Da1_12,Pla_0,Rome_1,Wa_1,0.294,0.288,0.418
Da1_12,Pla_0,Qar_8a,Van_0,0.312,0.355,0.334
Da1_12,Pla_0,Uod_1,Wa_1,0.286,0.392,0.322
Da1_12,Pla_0,Tha_1,Uod_1,0.249,0.292,0.459
Da1_12,Pla_0,Van_0,Wt_5,0.306,0.266,0.428
Da1_12,Pla_0,Uod_1,Van_0,0.259,0.495,0.246
Da1_12,Pla_0,Qar_8a,Uod_1,0.27,0.255,0.474
Da1_12,Pla_0,Vind_1,Wt_5,0.335,0.257,0.409
Da1_12,Pla_0,Tha_1,Wt_5,0.331,0.296,0.373
Da1_12,Pla_0,Tha_1,Yo_0,0.332,0.361,0.307
Da1_12,Pla_0,Uk_1,Yo_0,0.311,0.385,0.304
Da1_12,Pla_0,Tu_0,Yo_0,0.357,0.362,0.282
Da1_12,Pla_0,Tu_0,Uod_1,0.285,0.279,0.435
Da1_12,Pla_0,Tu_0,Wt_5,0.363,0.281,0.355
Da1_12,Pla_0,Uk_1,Wa_1,0.315,0.311,0.374
Da1_12,Pla_0,Tu_0,Van_0,0.339,0.394,0.267
Da1_12,Pla_0,Uk_1,Uod_1,0.329,0.268,0.403
Da1_12,Pla_0,Uk_1,Vind_1,0.309,0.388,0.303
Da1_12,Pla_0,Wa_1,Yo_0,0.304,0.406,0.29
Da1_12,Pla_0,Uk_1,Wt_5,0.315,0.322,0.363
Da1_12,Pla_0,Tu_0,Vind_1,0.344,0.374,0.282
Da1_12,Pla_0,Tha_1,Vind_1,0.335,0.362,0.302
Da1_12,Pla_0,Uod_1,Vind_1,0.274,0.471,0.255
Da1_12,Pla_0,Van_0,Wa_1,0.279,0.286,0.435
Da1_12,Pla_0,Tu_0,Wa_1,0.273,0.339,0.388
Da1_12,Pla_0,Wa_1,Wt_5,0.294,0.354,0.352
Da1_12,Pla_0,Vind_1,Wa_1,0.3,0.285,0.416
Da1_12,Pla_0,Vind_1,Yo_0,0.46,0.266,0.273
Da1_12,Pna_17,Qar_8a,Tu_0,0.278,0.346,0.377
Da1_12,Pna_17,Qar_8a,Rome_1,0.281,0.432,0.288
Da1_12,Pna_17,Qar_8a,Van_0,0.264,0.456,0.28
Da1_12,Pla_0,Van_0,Vind_1,0.463,0.253,0.284
Da1_12,Pla_0,Uod_1,Yo_0,0.259,0.476,0.266
Da1_12,Pna_17,Qar_8a,Ragl_1,0.278,0.383,0.339
Da1_12,Pna_17,Qar_8a,Tha_1,0.313,0.333,0.354
Da1_12,Pna_17,Qar_8a,Wt_5,0.274,0.338,0.388
Da1_12,Pla_0,Uod_1,Wt_5,0.264,0.412,0.324
Da1_12,Pna_17,Ragl_1,Rome_1,0.247,0.406,0.347
Da1_12,Pna_17,Qar_8a,Uod_1,0.265,0.256,0.478
Da1_12,Pna_17,Qar_8a,Uk_1,0.31,0.303,0.386
Da1_12,Pna_17,Qar_8a,Vind_1,0.272,0.471,0.256
Da1_12,Pna_17,Qar_8a,Yo_0,0.204,0.609,0.187
Da1_12,Pna_17,Ragl_1,Tu_0,0.261,0.331,0.408
Da1_12,Pla_0,Wt_5,Yo_0,0.322,0.408,0.27
Da1_12,Pna_17,Qar_8a,Wa_1,0.299,0.294,0.407
Da1_12,Pna_17,Tu_0,Uod_1,0.28,0.267,0.453
Da1_12,Pna_17,Tu_0,Wt_5,0.331,0.313,0.356
Da1_12,Pna_17,Uk_1,Uod_1,0.319,0.287,0.394
Da1_12,Pna_17,Rome_1,Tha_1,0.283,0.283,0.434
Da1_12,Pna_17,Ragl_1,Van_0,0.277,0.397,0.326
Da1_12,Pna_17,Uk_1,Wa_1,0.313,0.332,0.355
Da1_12,Pna_17,Ragl_1,Uk_1,0.337,0.269,0.394
Da1_12,Pna_17,Ragl_1,Tha_1,0.283,0.326,0.392
Da1_12,Pna_17,Rome_1,Wa_1,0.261,0.249,0.49
Da1_12,Pna_17,Ragl_1,Wt_5,0.27,0.31,0.421
Da1_12,Pna_17,Rome_1,Uk_1,0.289,0.259,0.452
Da1_12,Pna_17,Tha_1,Tu_0,0.321,0.342,0.336
Da1_12,Pna_17,Rome_1,Vind_1,0.38,0.341,0.279
Da1_12,Pna_17,Rome_1,Tu_0,0.266,0.278,0.456
Da1_12,Pna_17,Tha_1,Vind_1,0.276,0.466,0.258
Da1_12,Pna_17,Rome_1,Yo_0,0.223,0.555,0.223
Da1_12,Pna_17,Tha_1,Uk_1,0.295,0.329,0.377
Da1_12,Pna_17,Van_0,Wa_1,0.249,0.256,0.495
Da1_12,Pna_17,Tha_1,Wa_1,0.335,0.298,0.366
Da1_12,Pna_17,Ragl_1,Yo_0,0.242,0.551,0.207
Da1_12,Pna_17,Rome_1,Wt_5,0.258,0.284,0.458
Da1_12,Pna_17,Rome_1,Uod_1,0.234,0.235,0.531
Da1_12,Pna_17,Tu_0,Van_0,0.29,0.462,0.248
Da1_12,Pna_17,Tha_1,Van_0,0.286,0.445,0.269
Da1_12,Pna_17,Tha_1,Yo_0,0.227,0.569,0.204
Da1_12,Pna_17,Ragl_1,Uod_1,0.275,0.247,0.478
Da1_12,Pna_17,Ragl_1,Vind_1,0.236,0.435,0.329
Da1_12,Pna_17,Uod_1,Van_0,0.219,0.554,0.227
Da1_12,Pna_17,Tha_1,Uod_1,0.255,0.288,0.457
Da1_12,Pna_17,Rome_1,Van_0,0.376,0.327,0.297
Da1_12,Pna_17,Ragl_1,Wa_1,0.28,0.282,0.438
Da1_12,Pna_17,Tu_0,Yo_0,0.218,0.597,0.185
Da1_12,Pna_17,Tu_0,Vind_1,0.272,0.484,0.244
Da1_12,Pna_17,Uk_1,Yo_0,0.201,0.602,0.198
Da1_12,Pna_17,Uk_1,Van_0,0.278,0.465,0.257
Da1_12,Pna_17,Uk_1,Wt_5,0.304,0.352,0.344
Da1_12,Pna_17,Uod_1,Yo_0,0.159,0.68,0.161
Da1_12,Pna_17,Uod_1,Vind_1,0.228,0.562,0.21
Da1_12,Pna_17,Uod_1,Wa_1,0.292,0.405,0.304
Da1_12,Pna_17,Uod_1,Wt_5,0.249,0.445,0.307
Da1_12,Pna_17,Tha_1,Wt_5,0.303,0.326,0.371
Da1_12,Pna_17,Vind_1,Wa_1,0.242,0.242,0.516
Da1_12,Pna_17,Van_0,Yo_0,0.229,0.538,0.233
Da1_12,Pna_17,Van_0,Wt_5,0.258,0.269,0.473
Da1_12,Pna_17,Van_0,Vind_1,0.423,0.307,0.27
Da1_12,Pna_17,Tu_0,Wa_1,0.273,0.332,0.395
Da1_12,Pna_17,Tu_0,Uk_1,0.305,0.329,0.366
Da1_12,Pna_17,Vind_1,Wt_5,0.267,0.247,0.487
Da1_12,Pna_17,Uk_1,Vind_1,0.263,0.494,0.242
Da1_12,Qar_8a,Ragl_1,Rome_1,0.312,0.37,0.318
Da1_12,Qar_8a,Tha_1,Tu_0,0.342,0.308,0.35
Da1_12,Pna_17,Wa_1,Yo_0,0.189,0.638,0.173
Da1_12,Qar_8a,Tha_1,Uod_1,0.258,0.302,0.44
Da1_12,Qar_8a,Ragl_1,Tha_1,0.318,0.34,0.342
Da1_12,Qar_8a,Ragl_1,Uk_1,0.373,0.304,0.323
Da1_12,Pna_17,Wa_1,Wt_5,0.271,0.384,0.345
Da1_12,Qar_8a,Tha_1,Van_0,0.347,0.342,0.311
Da1_12,Pna_17,Wt_5,Yo_0,0.193,0.609,0.198
Da1_12,Qar_8a,Ragl_1,Van_0,0.356,0.343,0.301
Da1_12,Qar_8a,Ragl_1,Uod_1,0.309,0.279,0.412
Da1_12,Qar_8a,Ragl_1,Tu_0,0.303,0.331,0.366
Da1_12,Qar_8a,Rome_1,Tha_1,0.33,0.311,0.358
Da1_12,Qar_8a,Rome_1,Uk_1,0.325,0.301,0.373
Da1_12,Qar_8a,Ragl_1,Yo_0,0.41,0.34,0.251
Da1_12,Qar_8a,Rome_1,Wt_5,0.325,0.288,0.387
Da1_12,Qar_8a,Uk_1,Wa_1,0.304,0.328,0.368
Da1_12,Qar_8a,Ragl_1,Vind_1,0.317,0.38,0.302
Da1_12,Qar_8a,Rome_1,Tu_0,0.338,0.288,0.374
Da1_12,Qar_8a,Ragl_1,Wa_1,0.308,0.308,0.384
Da1_12,Qar_8a,Tha_1,Vind_1,0.339,0.364,0.297
Da1_12,Qar_8a,Ragl_1,Wt_5,0.328,0.307,0.365
Da1_12,Pna_17,Vind_1,Yo_0,0.238,0.523,0.239
Da1_12,Qar_8a,Rome_1,Uod_1,0.255,0.278,0.467
Da1_12,Qar_8a,Rome_1,Van_0,0.456,0.275,0.269
Da1_12,Qar_8a,Tha_1,Uk_1,0.298,0.341,0.361
Da1_12,Qar_8a,Tu_0,Uod_1,0.292,0.304,0.405
Da1_12,Qar_8a,Wt_5,Yo_0,0.333,0.404,0.263
Da1_12,Qar_8a,Tu_0,Wt_5,0.369,0.305,0.327
Da1_12,Qar_8a,Tu_0,Wa_1,0.279,0.362,0.359
Da1_12,Qar_8a,Rome_1,Vind_1,0.461,0.283,0.256
Da1_12,Qar_8a,Uk_1,Vind_1,0.306,0.388,0.306
Da1_12,Qar_8a,Uk_1,Uod_1,0.328,0.277,0.395
Da1_12,Qar_8a,Tu_0,Uk_1,0.321,0.351,0.328
Da1_12,Qar_8a,Tha_1,Wt_5,0.34,0.294,0.367
Da1_12,Qar_8a,Rome_1,Wa_1,0.303,0.3,0.397
Da1_12,Qar_8a,Tha_1,Yo_0,0.346,0.36,0.294
Da1_12,Qar_8a,Tu_0,Vind_1,0.357,0.378,0.265
Da1_12,Qar_8a,Tha_1,Wa_1,0.33,0.306,0.364
Da1_12,Qar_8a,Uk_1,Van_0,0.313,0.374,0.313
Da1_12,Qar_8a,Tu_0,Yo_0,0.369,0.381,0.251
Da1_12,Qar_8a,Uk_1,Wt_5,0.32,0.319,0.361
Da1_12,Qar_8a,Tu_0,Van_0,0.364,0.366,0.27
Da1_12,Qar_8a,Uod_1,Wa_1,0.275,0.401,0.325
Da1_12,Qar_8a,Uk_1,Yo_0,0.306,0.394,0.3
Da1_12,Qar_8a,Van_0,Wt_5,0.338,0.277,0.385
Da1_12,Qar_8a,Rome_1,Yo_0,0.426,0.301,0.273
Da1_12,Qar_8a,Uod_1,Yo_0,0.253,0.481,0.266
Da1_12,Qar_8a,Uod_1,Van_0,0.263,0.465,0.272
Da1_12,Qar_8a,Uod_1,Wt_5,0.267,0.412,0.321
Da1_12,Ragl_1,Tha_1,Wt_5,0.337,0.319,0.344
Da1_12,Qar_8a,Vind_1,Yo_0,0.47,0.267,0.262
Da1_12,Qar_8a,Van_0,Yo_0,0.449,0.295,0.256
Da1_12,Ragl_1,Tu_0,Uk_1,0.315,0.384,0.3
Da1_12,Qar_8a,Uod_1,Vind_1,0.263,0.468,0.268
Da1_12,Qar_8a,Vind_1,Wa_1,0.291,0.304,0.405
Da1_12,Qar_8a,Wa_1,Yo_0,0.298,0.413,0.289
Da1_12,Qar_8a,Wa_1,Wt_5,0.295,0.35,0.355
Da1_12,Ragl_1,Rome_1,Tu_0,0.365,0.297,0.338
Da1_12,Qar_8a,Van_0,Vind_1,0.494,0.265,0.24
Da1_12,Ragl_1,Rome_1,Tha_1,0.364,0.315,0.321
Da1_12,Ragl_1,Rome_1,Uk_1,0.32,0.359,0.321
Da1_12,Qar_8a,Van_0,Wa_1,0.292,0.313,0.395
Da1_12,Ragl_1,Rome_1,Van_0,0.44,0.314,0.246
Da1_12,Ragl_1,Rome_1,Uod_1,0.274,0.312,0.414
Da1_12,Ragl_1,Tha_1,Wa_1,0.345,0.306,0.349
Da1_12,Ragl_1,Uod_1,Van_0,0.266,0.439,0.295
Da1_12,Ragl_1,Rome_1,Yo_0,0.395,0.378,0.227
Da1_12,Ragl_1,Rome_1,Vind_1,0.473,0.275,0.252
Da1_12,Ragl_1,Rome_1,Wa_1,0.326,0.303,0.371
Da1_12,Ragl_1,Tu_0,Van_0,0.377,0.368,0.256
Da1_12,Ragl_1,Tu_0,Yo_0,0.353,0.415,0.231
Da1_12,Ragl_1,Vind_1,Yo_0,0.425,0.35,0.225
Da1_12,Qar_8a,Vind_1,Wt_5,0.34,0.269,0.391
Da1_12,Ragl_1,Rome_1,Wt_5,0.341,0.318,0.341
Da1_12,Ragl_1,Tha_1,Tu_0,0.369,0.306,0.325
Da1_12,Ragl_1,Tha_1,Yo_0,0.322,0.414,0.264
Da1_12,Ragl_1,Uk_1,Vind_1,0.314,0.333,0.353
Da1_12,Ragl_1,Tu_0,Uod_1,0.295,0.319,0.386
Da1_12,Ragl_1,Tu_0,Vind_1,0.378,0.349,0.273
Da1_12,Ragl_1,Tu_0,Wa_1,0.3,0.345,0.355
Da1_12,Ragl_1,Uk_1,Wa_1,0.288,0.295,0.417
Da1_12,Ragl_1,Uk_1,Uod_1,0.282,0.281,0.436
Da1_12,Ragl_1,Uod_1,Yo_0,0.236,0.499,0.265
Da1_12,Ragl_1,Uk_1,Yo_0,0.266,0.41,0.323
Da1_12,Ragl_1,Tha_1,Uod_1,0.267,0.322,0.41
Da1_12,Ragl_1,Tha_1,Uk_1,0.303,0.374,0.323
Da1_12,Ragl_1,Tha_1,Vind_1,0.366,0.343,0.291
Da1_12,Ragl_1,Uk_1,Van_0,0.3,0.362,0.338
Da1_12,Ragl_1,Tha_1,Van_0,0.351,0.368,0.281
Da1_12,Ragl_1,Wa_1,Yo_0,0.282,0.455,0.262
Da1_12,Ragl_1,Tu_0,Wt_5,0.386,0.308,0.306
Da1_12,Ragl_1,Uk_1,Wt_5,0.302,0.316,0.383
Da1_12,Ragl_1,Vind_1,Wt_5,0.358,0.292,0.35
Da1_12,Ragl_1,Wa_1,Wt_5,0.293,0.367,0.34
Da1_12,Ragl_1,Van_0,Vind_1,0.48,0.245,0.275
Da1_12,Rome_1,Tha_1,Tu_0,0.322,0.345,0.333
Da1_12,Rome_1,Tha_1,Uk_1,0.288,0.338,0.374
Da1_12,Ragl_1,Van_0,Yo_0,0.392,0.348,0.26
Da1_12,Rome_1,Uod_1,Vind_1,0.234,0.561,0.205
Da1_12,Rome_1,Tu_0,Van_0,0.299,0.459,0.242
Da1_12,Ragl_1,Wt_5,Yo_0,0.298,0.442,0.259
Da1_12,Rome_1,Uk_1,Wt_5,0.305,0.336,0.359
Da1_12,Ragl_1,Van_0,Wt_5,0.325,0.298,0.377
Da1_12,Rome_1,Tu_0,Uk_1,0.307,0.341,0.352
Da1_12,Ragl_1,Vind_1,Wa_1,0.314,0.295,0.39
Da1_12,Rome_1,Tu_0,Wa_1,0.271,0.343,0.386
Da1_12,Rome_1,Tu_0,Yo_0,0.305,0.443,0.252
Da1_12,Ragl_1,Van_0,Wa_1,0.302,0.293,0.405
Da1_12,Rome_1,Tha_1,Uod_1,0.259,0.292,0.45
Da1_12,Rome_1,Tha_1,Vind_1,0.288,0.452,0.26
Da1_12,Rome_1,Tha_1,Van_0,0.285,0.437,0.278
Da1_12,Rome_1,Tu_0,Vind_1,0.278,0.481,0.242
Da1_12,Ragl_1,Uod_1,Wt_5,0.264,0.409,0.327
Da1_12,Rome_1,Tu_0,Uod_1,0.292,0.273,0.435
Da1_12,Rome_1,Tha_1,Yo_0,0.295,0.429,0.276
Da1_12,Rome_1,Tha_1,Wa_1,0.318,0.305,0.377
Da1_12,Rome_1,Wt_5,Yo_0,0.277,0.458,0.265
Da1_12,Rome_1,Tha_1,Wt_5,0.318,0.313,0.368
Da1_12,Ragl_1,Uod_1,Vind_1,0.28,0.428,0.292
Da1_12,Ragl_1,Uod_1,Wa_1,0.28,0.387,0.334
Da1_12,Rome_1,Tu_0,Wt_5,0.345,0.297,0.358
Da1_12,Rome_1,Uk_1,Vind_1,0.266,0.467,0.267
Da1_12,Rome_1,Uk_1,Van_0,0.268,0.458,0.274
Da1_12,Rome_1,Uk_1,Yo_0,0.27,0.449,0.281
Da1_12,Tha_1,Tu_0,Wt_5,0.344,0.319,0.337
Da1_12,Rome_1,Uod_1,Van_0,0.23,0.549,0.221
Da1_12,Rome_1,Uod_1,Yo_0,0.232,0.532,0.236
Da1_12,Tha_1,Uk_1,Wt_5,0.324,0.351,0.325
Da1_12,Rome_1,Uk_1,Wa_1,0.3,0.325,0.375
Da1_12,Rome_1,Van_0,Wa_1,0.248,0.256,0.496
Da1_12,Rome_1,Wa_1,Yo_0,0.263,0.477,0.261
Da1_12,Rome_1,Van_0,Vind_1,0.404,0.307,0.289
Da1_12,Rome_1,Vind_1,Wa_1,0.243,0.246,0.511
Da1_12,Rome_1,Van_0,Yo_0,0.328,0.297,0.375
Da1_12,Rome_1,Uk_1,Uod_1,0.312,0.273,0.415
Da1_12,Tha_1,Tu_0,Vind_1,0.35,0.347,0.304
Da1_12,Tha_1,Tu_0,Wa_1,0.27,0.347,0.382
Da1_12,Rome_1,Wa_1,Wt_5,0.282,0.36,0.358
Da1_12,Rome_1,Uod_1,Wt_5,0.266,0.422,0.312
Da1_12,Rome_1,Uod_1,Wa_1,0.293,0.397,0.31
Da1_12,Tha_1,Uk_1,Wa_1,0.321,0.35,0.329
Da1_12,Tu_0,Uk_1,Wt_5,0.302,0.38,0.318
Da1_12,Tha_1,Uod_1,Vind_1,0.301,0.463,0.236
Da1_12,Tha_1,Tu_0,Van_0,0.361,0.342,0.297
Da1_12,Tha_1,Tu_0,Uk_1,0.324,0.306,0.37
Da1_12,Rome_1,Vind_1,Yo_0,0.338,0.282,0.38
Da1_12,Tha_1,Uod_1,Yo_0,0.28,0.47,0.25
Da1_12,Tha_1,Uk_1,Vind_1,0.329,0.392,0.28
Da1_12,Tha_1,Uod_1,Wt_5,0.277,0.436,0.287
Da1_12,Tu_0,Uod_1,Vind_1,0.274,0.464,0.262
Da1_12,Tha_1,Uk_1,Uod_1,0.334,0.269,0.397
Da1_12,Tha_1,Uk_1,Van_0,0.328,0.388,0.284
Da1_12,Tha_1,Tu_0,Uod_1,0.298,0.263,0.439
Da1_12,Tha_1,Uk_1,Yo_0,0.324,0.386,0.29
Da1_12,Tha_1,Uod_1,Van_0,0.289,0.46,0.251
Da1_12,Tha_1,Vind_1,Wt_5,0.343,0.298,0.359
Da1_12,Tha_1,Van_0,Yo_0,0.432,0.285,0.283
Da1_12,Tha_1,Wt_5,Yo_0,0.323,0.377,0.3
Da1_12,Tha_1,Wa_1,Yo_0,0.298,0.375,0.327
Da1_12,Rome_1,Vind_1,Wt_5,0.275,0.231,0.494
Da1_12,Tha_1,Uod_1,Wa_1,0.303,0.415,0.282
Da1_12,Tha_1,Tu_0,Yo_0,0.359,0.34,0.301
Da1_12,Tha_1,Van_0,Wt_5,0.318,0.301,0.381
Da1_12,Tu_0,Uk_1,Yo_0,0.322,0.394,0.284
Da1_12,Tu_0,Uk_1,Van_0,0.325,0.389,0.286
Da1_12,Tu_0,Uk_1,Vind_1,0.339,0.378,0.283
Da1_12,Rome_1,Van_0,Wt_5,0.271,0.255,0.474
Da1_12,Tha_1,Wa_1,Wt_5,0.275,0.363,0.361
Da1_12,Tu_0,Uk_1,Uod_1,0.318,0.299,0.383
