taxon1,taxon2,taxon3,taxon4,CF12.34,CF13.24,CF14.23
Bsch_0,Et_0,Ragl_1,Uod_1,0.364,0.352,0.284
Bsch_0,Et_0,Pna_17,Ragl_1,0.364,0.272,0.364
Bsch_0,Et_0,Ragl_1,Tu_0,0.27,0.35,0.38
Bsch_0,Et_0,Ragl_1,Uk_1,0.372,0.343,0.285
Bsch_0,Et_0,Ragl_1,Tha_1,0.3,0.334,0.366
Bsch_0,Et_0,Qar_8a,Yo_0,0.377,0.268,0.354
Bsch_0,Et_0,Rome_1,Uk_1,0.327,0.332,0.341
Bsch_0,Et_0,Ragl_1,Wa_1,0.32,0.365,0.315
Bsch_0,Et_0,Qar_8a,Wt_5,0.32,0.232,0.449
Bsch_0,Et_0,Ragl_1,Vind_1,0.301,0.4,0.299
Bsch_0,Et_0,Ragl_1,Van_0,0.321,0.384,0.295
Bsch_0,Et_0,Rome_1,Tha_1,0.327,0.283,0.39
Bsch_0,Et_0,Rome_1,Tu_0,0.313,0.289,0.398
Bsch_0,Et_0,Ragl_1,Wt_5,0.309,0.309,0.382
Bsch_0,Et_0,Van_0,Wt_5,0.307,0.274,0.419
Bsch_0,Et_0,Rome_1,Yo_0,0.44,0.28,0.28
Bsch_0,Et_0,Rome_1,Wa_1,0.319,0.342,0.339
Bsch_0,Et_0,Rome_1,Van_0,0.45,0.287,0.263
Bsch_0,Et_0,Tha_1,Uod_1,0.331,0.371,0.298
Bsch_0,Et_0,Tha_1,Wa_1,0.366,0.361,0.273
Bsch_0,Et_0,Tha_1,Wt_5,0.329,0.325,0.346
Bsch_0,Et_0,Tha_1,Tu_0,0.319,0.345,0.336
Bsch_0,Et_0,Rome_1,Wt_5,0.314,0.276,0.41
Bsch_0,Et_0,Tha_1,Yo_0,0.331,0.382,0.287
Bsch_0,Et_0,Tha_1,Van_0,0.318,0.412,0.27
Bsch_0,Et_0,Tu_0,Uod_1,0.322,0.381,0.298
Bsch_0,Et_0,Tu_0,Wa_1,0.298,0.396,0.305
Bsch_0,Et_0,Tu_0,Van_0,0.334,0.392,0.274
Bsch_0,Et_0,Tu_0,Vind_1,0.324,0.401,0.275
Bsch_0,Et_0,Tu_0,Uk_1,0.293,0.385,0.322
Bsch_0,Et_0,Tu_0,Wt_5,0.344,0.313,0.343
Bsch_0,Et_0,Uk_1,Uod_1,0.385,0.308,0.306
Bsch_0,Et_0,Uk_1,Yo_0,0.295,0.362,0.343
Bsch_0,Et_0,Van_0,Vind_1,0.475,0.261,0.264
Bsch_0,Et_0,Uk_1,Van_0,0.305,0.362,0.333
Bsch_0,Ha_0,Hau_0,Hey_1,0.303,0.322,0.375
Bsch_0,Et_0,Rome_1,Vind_1,0.461,0.28,0.258
Bsch_0,Et_0,Uod_1,Van_0,0.318,0.359,0.322
Bsch_0,Et_0,Uod_1,Vind_1,0.33,0.351,0.319
Bsch_0,Et_0,Uk_1,Vind_1,0.306,0.364,0.33
Bsch_0,Et_0,Uod_1,Yo_0,0.315,0.35,0.335
Bsch_0,Et_0,Uod_1,Wt_5,0.325,0.275,0.4
Bsch_0,Ha_0,Hau_0,Ragl_1,0.308,0.383,0.308
Bsch_0,Ha_0,Hau_0,Tu_0,0.263,0.352,0.385
Bsch_0,Et_0,Tu_0,Yo_0,0.346,0.383,0.271
Bsch_0,Et_0,Uod_1,Wa_1,0.373,0.319,0.309
Bsch_0,Et_0,Vind_1,Wt_5,0.335,0.252,0.413
Bsch_0,Et_0,Wa_1,Yo_0,0.322,0.344,0.334
Bsch_0,Et_0,Vind_1,Yo_0,0.471,0.262,0.267
Bsch_0,Et_0,Rome_1,Uod_1,0.343,0.322,0.335
Bsch_0,Et_0,Uk_1,Wa_1,0.341,0.325,0.334
Bsch_0,Et_0,Van_0,Yo_0,0.429,0.275,0.296
Bsch_0,Et_0,Uk_1,Wt_5,0.312,0.286,0.402
Bsch_0,Et_0,Wt_5,Yo_0,0.324,0.401,0.275
Bsch_0,Ha_0,Hau_0,Pla_0,0.356,0.329,0.315
Bsch_0,Et_0,Van_0,Wa_1,0.303,0.346,0.351
Bsch_0,Ha_0,Hey_1,Pna_17,0.229,0.518,0.253
Bsch_0,Ha_0,Hau_0,Rome_1,0.283,0.427,0.29
Bsch_0,Ha_0,Hau_0,Is_0,0.227,0.259,0.515
Bsch_0,Ha_0,Hau_0,Tha_1,0.348,0.302,0.35
Bsch_0,Ha_0,Hau_0,Uk_1,0.338,0.327,0.335
Bsch_0,Ha_0,Hau_0,Jm_0,0.322,0.362,0.316
Bsch_0,Ha_0,Hau_0,Uod_1,0.367,0.333,0.3
Bsch_0,Ha_0,Hau_0,Van_0,0.27,0.441,0.289
Bsch_0,Ha_0,Hau_0,Pna_17,0.276,0.501,0.223
Bsch_0,Ha_0,Hau_0,Vind_1,0.291,0.445,0.264
Bsch_0,Ha_0,Hau_0,Qar_8a,0.36,0.356,0.284
Bsch_0,Ha_0,Hey_1,Uod_1,0.277,0.389,0.334
Bsch_0,Ha_0,Hau_0,Yo_0,0.278,0.519,0.203
Bsch_0,Ha_0,Hey_1,Kro_0,0.205,0.53,0.265
Bsch_0,Ha_0,Hey_1,Jm_0,0.246,0.43,0.325
Bsch_0,Ha_0,Hau_0,Mnz_0,0.45,0.279,0.271
Bsch_0,Ha_0,Hey_1,Pla_0,0.305,0.385,0.31
Bsch_0,Ha_0,Hau_0,Wa_1,0.379,0.329,0.292
Bsch_0,Ha_0,Hau_0,Nw_0,0.201,0.559,0.241
Bsch_0,Et_0,Wa_1,Wt_5,0.313,0.284,0.403
Bsch_0,Et_0,Vind_1,Wa_1,0.31,0.339,0.35
Bsch_0,Ha_0,Hau_0,Kro_0,0.22,0.54,0.24
Bsch_0,Ha_0,Is_0,Vind_1,0.202,0.583,0.215
Bsch_0,Ha_0,Hey_1,Nw_0,0.203,0.556,0.24
Bsch_0,Ha_0,Hey_1,Rome_1,0.241,0.45,0.309
Bsch_0,Ha_0,Jm_0,Pna_17,0.245,0.515,0.241
Bsch_0,Ha_0,Hey_1,Mnz_0,0.324,0.376,0.3
Bsch_0,Ha_0,Hey_1,Qar_8a,0.29,0.41,0.3
Bsch_0,Ha_0,Hey_1,Ragl_1,0.263,0.429,0.308
Bsch_0,Ha_0,Hey_1,Tu_0,0.253,0.372,0.374
Bsch_0,Ha_0,Hey_1,Tha_1,0.391,0.299,0.31
Bsch_0,Ha_0,Hey_1,Vind_1,0.275,0.462,0.262
Bsch_0,Ha_0,Hey_1,Van_0,0.274,0.446,0.279
Bsch_0,Ha_0,Hau_0,Wt_5,0.327,0.3,0.373
Bsch_0,Ha_0,Is_0,Kro_0,0.188,0.576,0.236
Bsch_0,Ha_0,Hey_1,Yo_0,0.231,0.524,0.245
Bsch_0,Ha_0,Is_0,Jm_0,0.22,0.539,0.241
Bsch_0,Ha_0,Hey_1,Is_0,0.264,0.239,0.497
Bsch_0,Ha_0,Hey_1,Uk_1,0.305,0.368,0.327
Bsch_0,Ha_0,Is_0,Pna_17,0.201,0.58,0.219
Bsch_0,Ha_0,Is_0,Nw_0,0.222,0.583,0.195
Bsch_0,Ha_0,Is_0,Qar_8a,0.232,0.538,0.23
Bsch_0,Ha_0,Is_0,Mnz_0,0.266,0.499,0.235
Bsch_0,Ha_0,Is_0,Pla_0,0.242,0.516,0.242
Bsch_0,Ha_0,Hey_1,Wt_5,0.307,0.337,0.356
Bsch_0,Ha_0,Hey_1,Wa_1,0.3,0.399,0.301
Bsch_0,Ha_0,Is_0,Wa_1,0.21,0.555,0.235
Bsch_0,Ha_0,Is_0,Rome_1,0.2,0.564,0.236
Bsch_0,Ha_0,Is_0,Ragl_1,0.245,0.502,0.253
Bsch_0,Ha_0,Is_0,Tu_0,0.266,0.482,0.252
Bsch_0,Ha_0,Is_0,Yo_0,0.211,0.579,0.209
Bsch_0,Ha_0,Is_0,Uod_1,0.241,0.517,0.243
Bsch_0,Ha_0,Is_0,Tha_1,0.266,0.491,0.243
Bsch_0,Ha_0,Jm_0,Tha_1,0.247,0.316,0.436
Bsch_0,Ha_0,Is_0,Van_0,0.205,0.565,0.229
Bsch_0,Ha_0,Is_0,Uk_1,0.264,0.514,0.223
Bsch_0,Ha_0,Jm_0,Uk_1,0.331,0.309,0.359
Bsch_0,Ha_0,Jm_0,Tu_0,0.27,0.325,0.406
Bsch_0,Ha_0,Jm_0,Mnz_0,0.294,0.326,0.38
Bsch_0,Ha_0,Jm_0,Kro_0,0.222,0.522,0.256
Bsch_0,Ha_0,Jm_0,Pla_0,0.292,0.332,0.376
Bsch_0,Ha_0,Jm_0,Qar_8a,0.313,0.347,0.341
Bsch_0,Ha_0,Jm_0,Wt_5,0.254,0.325,0.421
Bsch_0,Ha_0,Kro_0,Vind_1,0.237,0.294,0.47
Bsch_0,Ha_0,Jm_0,Nw_0,0.215,0.541,0.244
Bsch_0,Ha_0,Kro_0,Nw_0,0.305,0.382,0.312
Bsch_0,Ha_0,Jm_0,Yo_0,0.231,0.532,0.237
Bsch_0,Ha_0,Jm_0,Rome_1,0.296,0.41,0.293
Bsch_0,Ha_0,Jm_0,Wa_1,0.326,0.318,0.355
Bsch_0,Ha_0,Is_0,Wt_5,0.255,0.483,0.262
Bsch_0,Ha_0,Kro_0,Qar_8a,0.225,0.25,0.525
Bsch_0,Ha_0,Kro_0,Tha_1,0.219,0.27,0.511
Bsch_0,Ha_0,Jm_0,Vind_1,0.287,0.453,0.261
Bsch_0,Ha_0,Kro_0,Tu_0,0.236,0.238,0.526
Bsch_0,Ha_0,Kro_0,Pla_0,0.211,0.243,0.546
Bsch_0,Ha_0,Kro_0,Uod_1,0.22,0.26,0.519
Bsch_0,Ha_0,Mnz_0,Tha_1,0.361,0.285,0.354
Bsch_0,Ha_0,Kro_0,Wt_5,0.216,0.223,0.561
Bsch_0,Ha_0,Kro_0,Ragl_1,0.245,0.248,0.507
Bsch_0,Ha_0,Jm_0,Uod_1,0.35,0.307,0.343
Bsch_0,Ha_0,Kro_0,Wa_1,0.225,0.255,0.52
Bsch_0,Ha_0,Jm_0,Ragl_1,0.239,0.383,0.378
Bsch_0,Ha_0,Kro_0,Mnz_0,0.238,0.231,0.531
Bsch_0,Ha_0,Kro_0,Uk_1,0.199,0.258,0.543
Bsch_0,Ha_0,Mnz_0,Van_0,0.273,0.436,0.291
Bsch_0,Ha_0,Mnz_0,Pla_0,0.358,0.319,0.323
Bsch_0,Ha_0,Kro_0,Rome_1,0.246,0.264,0.49
Bsch_0,Ha_0,Kro_0,Van_0,0.249,0.272,0.479
Bsch_0,Ha_0,Jm_0,Van_0,0.275,0.433,0.292
Bsch_0,Ha_0,Mnz_0,Pna_17,0.252,0.52,0.229
Bsch_0,Ha_0,Kro_0,Yo_0,0.315,0.359,0.326
Bsch_0,Ha_0,Pla_0,Uk_1,0.338,0.311,0.351
Bsch_0,Ha_0,Kro_0,Pna_17,0.294,0.353,0.352
Bsch_0,Ha_0,Mnz_0,Uk_1,0.32,0.33,0.35
Bsch_0,Ha_0,Mnz_0,Nw_0,0.221,0.555,0.224
Bsch_0,Ha_0,Pna_17,Uod_1,0.252,0.25,0.498
Bsch_0,Ha_0,Mnz_0,Tu_0,0.292,0.327,0.381
Bsch_0,Ha_0,Mnz_0,Uod_1,0.355,0.333,0.312
Bsch_0,Ha_0,Nw_0,Pla_0,0.204,0.235,0.561
Bsch_0,Ha_0,Mnz_0,Yo_0,0.234,0.54,0.226
Bsch_0,Ha_0,Pla_0,Ragl_1,0.304,0.375,0.32
Bsch_0,Ha_0,Nw_0,Qar_8a,0.216,0.246,0.538
Bsch_0,Ha_0,Nw_0,Tu_0,0.205,0.235,0.559
Bsch_0,Ha_0,Nw_0,Tha_1,0.204,0.251,0.545
Bsch_0,Ha_0,Nw_0,Uod_1,0.186,0.264,0.551
Bsch_0,Ha_0,Nw_0,Wa_1,0.189,0.259,0.552
Bsch_0,Ha_0,Mnz_0,Wt_5,0.47,0.232,0.298
Bsch_0,Ha_0,Pla_0,Pna_17,0.271,0.516,0.213
Bsch_0,Ha_0,Mnz_0,Qar_8a,0.362,0.355,0.283
Bsch_0,Ha_0,Nw_0,Wt_5,0.209,0.221,0.569
Bsch_0,Ha_0,Pla_0,Yo_0,0.243,0.54,0.217
Bsch_0,Ha_0,Mnz_0,Ragl_1,0.281,0.394,0.325
Bsch_0,Ha_0,Pna_17,Qar_8a,0.279,0.235,0.486
Bsch_0,Ha_0,Nw_0,Rome_1,0.229,0.252,0.519
Bsch_0,Ha_0,Qar_8a,Vind_1,0.323,0.407,0.27
Bsch_0,Ha_0,Pla_0,Vind_1,0.296,0.451,0.253
Bsch_0,Ha_0,Pla_0,Qar_8a,0.404,0.342,0.253
Bsch_0,Ha_0,Nw_0,Vind_1,0.214,0.278,0.507
Bsch_0,Ha_0,Pla_0,Rome_1,0.316,0.417,0.267
Bsch_0,Ha_0,Pna_17,Uk_1,0.234,0.247,0.519
Bsch_0,Ha_0,Nw_0,Van_0,0.201,0.281,0.518
Bsch_0,Ha_0,Mnz_0,Wa_1,0.374,0.32,0.306
Bsch_0,Ha_0,Mnz_0,Vind_1,0.282,0.45,0.268
Bsch_0,Ha_0,Pla_0,Tu_0,0.289,0.341,0.369
Bsch_0,Ha_0,Nw_0,Uk_1,0.219,0.23,0.551
Bsch_0,Ha_0,Mnz_0,Rome_1,0.281,0.423,0.297
Bsch_0,Ha_0,Pna_17,Wa_1,0.242,0.258,0.5
Bsch_0,Ha_0,Pla_0,Uod_1,0.351,0.327,0.322
Bsch_0,Ha_0,Pla_0,Tha_1,0.335,0.302,0.363
Bsch_0,Ha_0,Pla_0,Wa_1,0.343,0.343,0.314
Bsch_0,Ha_0,Pla_0,Van_0,0.318,0.425,0.258
Bsch_0,Ha_0,Ragl_1,Uod_1,0.311,0.334,0.355
Bsch_0,Ha_0,Pla_0,Wt_5,0.302,0.315,0.383
Bsch_0,Ha_0,Pna_17,Tha_1,0.267,0.248,0.484
Bsch_0,Ha_0,Pna_17,Tu_0,0.228,0.246,0.526
Bsch_0,Ha_0,Qar_8a,Rome_1,0.327,0.379,0.295
Bsch_0,Ha_0,Nw_0,Pna_17,0.274,0.341,0.385
Bsch_0,Ha_0,Nw_0,Ragl_1,0.26,0.217,0.523
Bsch_0,Ha_0,Pna_17,Rome_1,0.289,0.242,0.468
Bsch_0,Ha_0,Qar_8a,Uod_1,0.367,0.284,0.35
Bsch_0,Ha_0,Qar_8a,Uk_1,0.347,0.271,0.382
Bsch_0,Ha_0,Qar_8a,Van_0,0.295,0.406,0.3
Bsch_0,Ha_0,Pna_17,Ragl_1,0.238,0.252,0.509
Bsch_0,Ha_0,Qar_8a,Tha_1,0.335,0.279,0.386
Bsch_0,Ha_0,Nw_0,Yo_0,0.284,0.35,0.366
Bsch_0,Ha_0,Qar_8a,Tu_0,0.288,0.308,0.404
Bsch_0,Ha_0,Pna_17,Wt_5,0.245,0.213,0.542
Bsch_0,Ha_0,Qar_8a,Wa_1,0.361,0.294,0.345
Bsch_0,Ha_0,Pna_17,Van_0,0.286,0.263,0.451
Bsch_0,Ha_0,Qar_8a,Wt_5,0.321,0.272,0.408
Bsch_0,Ha_0,Ragl_1,Rome_1,0.224,0.428,0.348
Bsch_0,Ha_0,Pna_17,Vind_1,0.302,0.26,0.438
Bsch_0,Ha_0,Rome_1,Tu_0,0.249,0.3,0.451
Bsch_0,Ha_0,Qar_8a,Ragl_1,0.287,0.351,0.361
Bsch_0,Ha_0,Ragl_1,Van_0,0.239,0.424,0.337
Bsch_0,Ha_0,Qar_8a,Yo_0,0.269,0.505,0.226
Bsch_0,Ha_0,Ragl_1,Vind_1,0.214,0.452,0.335
Bsch_0,Ha_0,Ragl_1,Uk_1,0.318,0.302,0.38
Bsch_0,Ha_0,Rome_1,Vind_1,0.401,0.326,0.273
Bsch_0,Ha_0,Tha_1,Vind_1,0.285,0.458,0.257
Bsch_0,Ha_0,Rome_1,Tha_1,0.287,0.284,0.429
Bsch_0,Ha_0,Ragl_1,Wt_5,0.255,0.305,0.44
Bsch_0,Ha_0,Ragl_1,Tu_0,0.2,0.369,0.431
Bsch_0,Ha_0,Ragl_1,Wa_1,0.275,0.35,0.375
Bsch_0,Ha_0,Uk_1,Uod_1,0.384,0.319,0.297
Bsch_0,Ha_0,Ragl_1,Tha_1,0.241,0.334,0.425
Bsch_0,Ha_0,Ragl_1,Yo_0,0.238,0.516,0.246
Bsch_0,Ha_0,Rome_1,Uod_1,0.3,0.295,0.405
Bsch_0,Ha_0,Tha_1,Uk_1,0.291,0.378,0.33
Bsch_0,Ha_0,Pna_17,Yo_0,0.441,0.292,0.267
Bsch_0,Ha_0,Vind_1,Yo_0,0.28,0.461,0.258
Bsch_0,Ha_0,Tu_0,Vind_1,0.255,0.484,0.261
Bsch_0,Ha_0,Uk_1,Van_0,0.262,0.449,0.289
Bsch_0,Ha_0,Rome_1,Wt_5,0.266,0.275,0.459
Bsch_0,Ha_0,Tu_0,Wt_5,0.299,0.333,0.368
Bsch_0,Ha_0,Uk_1,Yo_0,0.218,0.537,0.245
Bsch_0,Ha_0,Tha_1,Yo_0,0.253,0.501,0.246
Bsch_0,Ha_0,Tha_1,Uod_1,0.311,0.385,0.304
Bsch_0,Ha_0,Tha_1,Tu_0,0.283,0.368,0.349
Bsch_0,Ha_0,Rome_1,Yo_0,0.263,0.491,0.246
Bsch_0,Ha_0,Tha_1,Wt_5,0.31,0.334,0.356
Bsch_0,Ha_0,Tha_1,Van_0,0.27,0.447,0.283
Bsch_0,Ha_0,Tu_0,Yo_0,0.235,0.536,0.23
Bsch_0,Ha_0,Tha_1,Wa_1,0.338,0.377,0.285
Bsch_0,Ha_0,Van_0,Wa_1,0.26,0.312,0.428
Bsch_0,Ha_0,Tu_0,Van_0,0.263,0.456,0.28
Bsch_0,Ha_0,Tu_0,Uk_1,0.271,0.37,0.36
Bsch_0,Ha_0,Uk_1,Vind_1,0.27,0.46,0.27
Bsch_0,Ha_0,Vind_1,Wa_1,0.266,0.289,0.446
Bsch_0,Ha_0,Rome_1,Wa_1,0.285,0.306,0.408
Bsch_0,Ha_0,Uk_1,Wa_1,0.338,0.348,0.313
Bsch_0,Hau_0,Hey_1,Wa_1,0.304,0.413,0.283
Bsch_0,Ha_0,Rome_1,Uk_1,0.287,0.287,0.426
Bsch_0,Ha_0,Uod_1,Van_0,0.271,0.427,0.302
Bsch_0,Ha_0,Wa_1,Yo_0,0.224,0.521,0.255
Bsch_0,Hau_0,Hey_1,Is_0,0.299,0.219,0.482
Bsch_0,Ha_0,Van_0,Wt_5,0.254,0.268,0.478
Bsch_0,Ha_0,Uk_1,Wt_5,0.304,0.327,0.369
Bsch_0,Ha_0,Rome_1,Van_0,0.392,0.319,0.289
Bsch_0,Ha_0,Wt_5,Yo_0,0.216,0.572,0.212
Bsch_0,Hau_0,Hey_1,Wt_5,0.3,0.374,0.326
Bsch_0,Ha_0,Uod_1,Wt_5,0.308,0.307,0.385
Bsch_0,Ha_0,Vind_1,Wt_5,0.271,0.237,0.493
Bsch_0,Hau_0,Hey_1,Pna_17,0.301,0.415,0.284
Bsch_0,Hau_0,Hey_1,Pla_0,0.309,0.4,0.291
Bsch_0,Hau_0,Hey_1,Nw_0,0.317,0.363,0.32
Bsch_0,Ha_0,Uod_1,Yo_0,0.224,0.522,0.254
Bsch_0,Hau_0,Hey_1,Ragl_1,0.315,0.378,0.308
Bsch_0,Hau_0,Is_0,Pla_0,0.247,0.543,0.21
Bsch_0,Ha_0,Van_0,Yo_0,0.258,0.482,0.26
Bsch_0,Ha_0,Wa_1,Wt_5,0.294,0.302,0.404
Bsch_0,Ha_0,Tu_0,Wa_1,0.262,0.404,0.334
Bsch_0,Hau_0,Hey_1,Uk_1,0.331,0.366,0.304
Bsch_0,Hau_0,Hey_1,Vind_1,0.332,0.383,0.285
Bsch_0,Hau_0,Hey_1,Jm_0,0.286,0.397,0.317
Bsch_0,Hau_0,Hey_1,Tu_0,0.296,0.353,0.351
Bsch_0,Hau_0,Hey_1,Qar_8a,0.305,0.415,0.28
Bsch_0,Hau_0,Hey_1,Uod_1,0.291,0.41,0.299
Bsch_0,Hau_0,Hey_1,Tha_1,0.389,0.344,0.267
Bsch_0,Hau_0,Hey_1,Van_0,0.317,0.373,0.31
Bsch_0,Ha_0,Van_0,Vind_1,0.435,0.299,0.266
Bsch_0,Hau_0,Hey_1,Rome_1,0.295,0.384,0.321
Bsch_0,Hau_0,Is_0,Tu_0,0.29,0.468,0.242
Bsch_0,Hau_0,Hey_1,Mnz_0,0.3,0.459,0.241
Bsch_0,Ha_0,Uod_1,Wa_1,0.377,0.318,0.305
Bsch_0,Ha_0,Uod_1,Vind_1,0.287,0.441,0.272
Bsch_0,Ha_0,Tu_0,Uod_1,0.289,0.372,0.339
Bsch_0,Hau_0,Is_0,Jm_0,0.244,0.528,0.228
Bsch_0,Hau_0,Is_0,Qar_8a,0.246,0.554,0.2
Bsch_0,Hau_0,Is_0,Nw_0,0.288,0.482,0.23
Bsch_0,Hau_0,Is_0,Mnz_0,0.267,0.54,0.193
Bsch_0,Hau_0,Is_0,Wt_5,0.246,0.516,0.239
Bsch_0,Hau_0,Is_0,Pna_17,0.227,0.55,0.223
Bsch_0,Hau_0,Hey_1,Yo_0,0.3,0.423,0.277
Bsch_0,Hau_0,Is_0,Kro_0,0.238,0.519,0.243
Bsch_0,Hau_0,Is_0,Tha_1,0.275,0.517,0.208
Bsch_0,Hau_0,Is_0,Vind_1,0.237,0.544,0.219
Bsch_0,Hau_0,Hey_1,Kro_0,0.297,0.385,0.317
Bsch_0,Hau_0,Is_0,Yo_0,0.244,0.553,0.204
Bsch_0,Hau_0,Kro_0,Pla_0,0.319,0.37,0.31
Bsch_0,Hau_0,Is_0,Uod_1,0.256,0.536,0.208
Bsch_0,Hau_0,Is_0,Rome_1,0.235,0.527,0.238
Bsch_0,Hau_0,Jm_0,Kro_0,0.36,0.301,0.339
Bsch_0,Hau_0,Is_0,Van_0,0.236,0.528,0.236
Bsch_0,Hau_0,Jm_0,Nw_0,0.371,0.288,0.341
Bsch_0,Hau_0,Kro_0,Van_0,0.432,0.282,0.285
Bsch_0,Hau_0,Jm_0,Pla_0,0.316,0.347,0.336
Bsch_0,Hau_0,Is_0,Ragl_1,0.258,0.517,0.225
Bsch_0,Hau_0,Is_0,Uk_1,0.28,0.505,0.215
Bsch_0,Hau_0,Jm_0,Van_0,0.36,0.303,0.337
Bsch_0,Hau_0,Jm_0,Mnz_0,0.242,0.474,0.284
Bsch_0,Hau_0,Jm_0,Pna_17,0.353,0.337,0.31
Bsch_0,Hau_0,Jm_0,Tha_1,0.252,0.375,0.374
Bsch_0,Hau_0,Jm_0,Yo_0,0.347,0.355,0.298
Bsch_0,Hau_0,Jm_0,Qar_8a,0.338,0.36,0.302
Bsch_0,Hau_0,Nw_0,Qar_8a,0.356,0.385,0.259
Bsch_0,Hau_0,Jm_0,Ragl_1,0.279,0.347,0.374
Bsch_0,Hau_0,Kro_0,Rome_1,0.421,0.291,0.288
Bsch_0,Hau_0,Kro_0,Uk_1,0.302,0.359,0.34
Bsch_0,Hau_0,Kro_0,Yo_0,0.497,0.289,0.215
Bsch_0,Hau_0,Jm_0,Rome_1,0.375,0.293,0.332
Bsch_0,Hau_0,Jm_0,Uk_1,0.346,0.326,0.328
Bsch_0,Hau_0,Jm_0,Tu_0,0.319,0.277,0.404
Bsch_0,Hau_0,Kro_0,Ragl_1,0.395,0.309,0.296
Bsch_0,Hau_0,Jm_0,Uod_1,0.367,0.329,0.304
Bsch_0,Hau_0,Jm_0,Vind_1,0.375,0.315,0.31
Bsch_0,Hau_0,Mnz_0,Van_0,0.269,0.265,0.466
Bsch_0,Hau_0,Is_0,Wa_1,0.229,0.552,0.219
Bsch_0,Hau_0,Kro_0,Nw_0,0.536,0.22,0.244
Bsch_0,Hau_0,Mnz_0,Nw_0,0.301,0.243,0.456
Bsch_0,Hau_0,Mnz_0,Qar_8a,0.298,0.3,0.402
Bsch_0,Hau_0,Kro_0,Wt_5,0.301,0.341,0.358
Bsch_0,Hau_0,Kro_0,Uod_1,0.316,0.379,0.305
Bsch_0,Hau_0,Jm_0,Wt_5,0.251,0.344,0.405
Bsch_0,Hau_0,Jm_0,Wa_1,0.342,0.37,0.288
Bsch_0,Hau_0,Mnz_0,Pna_17,0.273,0.301,0.425
Bsch_0,Hau_0,Kro_0,Qar_8a,0.349,0.373,0.278
Bsch_0,Hau_0,Kro_0,Tha_1,0.275,0.367,0.358
Bsch_0,Hau_0,Mnz_0,Tu_0,0.271,0.25,0.479
Bsch_0,Hau_0,Mnz_0,Uk_1,0.253,0.276,0.471
Bsch_0,Hau_0,Kro_0,Vind_1,0.43,0.3,0.269
Bsch_0,Hau_0,Mnz_0,Yo_0,0.27,0.314,0.416
Bsch_0,Hau_0,Kro_0,Tu_0,0.353,0.273,0.374
Bsch_0,Hau_0,Kro_0,Wa_1,0.313,0.391,0.296
Bsch_0,Hau_0,Mnz_0,Ragl_1,0.249,0.287,0.464
Bsch_0,Hau_0,Mnz_0,Vind_1,0.279,0.276,0.446
Bsch_0,Hau_0,Nw_0,Uk_1,0.332,0.358,0.309
Bsch_0,Hau_0,Mnz_0,Rome_1,0.27,0.263,0.468
Bsch_0,Hau_0,Kro_0,Pna_17,0.494,0.286,0.22
Bsch_0,Hau_0,Mnz_0,Uod_1,0.281,0.292,0.427
Bsch_0,Hau_0,Mnz_0,Wt_5,0.418,0.202,0.38
Bsch_0,Hau_0,Nw_0,Pna_17,0.494,0.293,0.213
Bsch_0,Hau_0,Kro_0,Mnz_0,0.283,0.461,0.256
Bsch_0,Hau_0,Nw_0,Wa_1,0.296,0.423,0.282
Bsch_0,Hau_0,Nw_0,Uod_1,0.299,0.403,0.298
Bsch_0,Hau_0,Nw_0,Vind_1,0.414,0.32,0.266
Bsch_0,Hau_0,Mnz_0,Wa_1,0.278,0.299,0.423
Bsch_0,Hau_0,Nw_0,Van_0,0.405,0.304,0.291
Bsch_0,Hau_0,Nw_0,Ragl_1,0.429,0.31,0.261
Bsch_0,Hau_0,Pla_0,Tu_0,0.32,0.275,0.405
Bsch_0,Hau_0,Nw_0,Pla_0,0.321,0.382,0.297
Bsch_0,Hau_0,Nw_0,Wt_5,0.313,0.346,0.341
Bsch_0,Hau_0,Mnz_0,Tha_1,0.3,0.292,0.408
Bsch_0,Hau_0,Nw_0,Tu_0,0.349,0.287,0.363
Bsch_0,Hau_0,Nw_0,Rome_1,0.426,0.304,0.27
Bsch_0,Hau_0,Nw_0,Tha_1,0.279,0.375,0.346
Bsch_0,Hau_0,Mnz_0,Pla_0,0.282,0.279,0.439
Bsch_0,Hau_0,Pla_0,Wt_5,0.267,0.321,0.412
Bsch_0,Hau_0,Pla_0,Ragl_1,0.34,0.303,0.356
Bsch_0,Hau_0,Pla_0,Tha_1,0.309,0.337,0.354
Bsch_0,Hau_0,Pna_17,Vind_1,0.454,0.257,0.289
Bsch_0,Hau_0,Pla_0,Qar_8a,0.397,0.319,0.284
Bsch_0,Hau_0,Pla_0,Van_0,0.373,0.287,0.341
Bsch_0,Hau_0,Pla_0,Wa_1,0.315,0.369,0.317
Bsch_0,Hau_0,Nw_0,Yo_0,0.506,0.298,0.196
Bsch_0,Hau_0,Pla_0,Yo_0,0.332,0.345,0.323
Bsch_0,Hau_0,Qar_8a,Vind_1,0.374,0.279,0.346
Bsch_0,Hau_0,Ragl_1,Rome_1,0.293,0.346,0.361
Bsch_0,Hau_0,Pla_0,Uk_1,0.339,0.307,0.354
Bsch_0,Hau_0,Pla_0,Pna_17,0.34,0.336,0.324
Bsch_0,Hau_0,Pna_17,Rome_1,0.435,0.247,0.318
Bsch_0,Hau_0,Pla_0,Vind_1,0.352,0.311,0.337
